restaurant_id,restaurant_name,owner_name,city_id,cuisine_type,opening_time,closing_time,average_rating,total_reviews,commission_rate,is_active
2845,Krishnan Inc Restaurant,Adweta Keer,37,South Indian,08:00:00,22:00:00,4.8,1901,15.33,0
2846,"Bir, Madan and Aggarwal Restaurant",Zaid Bhatti,17,Burger,09:00:00,23:00:00,3.1,1026,25.05,1
2847,Gera-Basak Restaurant,Yachana Barad,30,Pizza,08:00:00,23:00:00,4.7,1183,26.64,1
2848,"Mishra, Taneja and Rana Restaurant",Udarsh Bhattacharyya,49,Desserts,09:00:00,22:00:00,4.8,484,17.6,1
2849,Sheth PLC Restaurant,Jai Sachdeva,14,North Indian,08:00:00,22:00:00,4.8,4785,23.34,1
2850,Master-Chaudry Restaurant,Lavanya Chaudhary,32,Chinese,08:00:00,22:00:00,3.4,1099,15.7,1
2851,Kalita Group Restaurant,Chandran Sundaram,30,South Indian,10:00:00,23:30:00,4.6,154,16.36,0
2852,Lata-Kothari Restaurant,Owen Naidu,11,Gujarati,08:00:00,23:00:00,3.1,3078,15.88,1
2853,Goswami-Kade Restaurant,Ishaan Sehgal,17,Gujarati,10:00:00,23:00:00,4.5,852,27.48,1
2854,Bhavsar Ltd Restaurant,Noah Sankar,42,Gujarati,10:00:00,23:00:00,3.6,2153,21.21,0
2855,"Dewan, Bal and Kala Restaurant",Charan Varma,17,North Indian,09:00:00,23:00:00,4.3,1882,23.05,1
2856,Zachariah-Garg Restaurant,Gaurav Roy,10,Cafe,10:00:00,23:00:00,4.3,2801,22.59,0
2857,Dutt Ltd Restaurant,Aashi Chandran,12,Chinese,09:00:00,23:30:00,3.1,4811,26.73,1
2858,"Chacko, Keer and Pingle Restaurant",Manan Choudhury,25,Burger,10:00:00,23:00:00,4.4,4174,25.87,0
2859,Saxena Inc Restaurant,Yashoda Balasubramanian,16,Biryani,08:00:00,23:30:00,3.4,4717,26.54,0
2860,Rastogi LLC Restaurant,Lakshit Dyal,12,South Indian,08:00:00,22:00:00,3.2,406,16.79,1
2861,Seth LLC Restaurant,Ria Tripathi,33,North Indian,08:00:00,23:30:00,3.7,4548,21.24,0
2862,Sarma-Apte Restaurant,David Bal,43,Street Food,08:00:00,23:00:00,4.7,3990,19.37,0
2863,Zachariah-Batra Restaurant,Urvi Nagarajan,41,Street Food,08:00:00,23:30:00,3.3,868,23.82,1
2864,Chander-Gole Restaurant,Lajita Chada,45,Pizza,08:00:00,23:30:00,3.6,916,22.41,0
2865,Rau-Chand Restaurant,Nakul Vaidya,12,Chinese,09:00:00,23:00:00,4.5,2066,18.3,1
2866,Madan-Gandhi Restaurant,Yamini Dora,12,Chinese,08:00:00,23:00:00,4.7,1245,17.17,1
2867,Ramanathan-Sood Restaurant,Amara Bassi,12,Burger,10:00:00,23:00:00,4.4,2155,23.87,1
2868,"Pant, Karnik and Dalal Restaurant",Gaurang Sampath,13,Street Food,08:00:00,23:30:00,4.5,4440,27.25,0
2869,Pant Group Restaurant,Warda Kothari,19,Fast Food,09:00:00,23:00:00,4.8,171,19.57,1
2870,Sura LLC Restaurant,Gauri Purohit,33,Maharashtrian,10:00:00,23:00:00,3.0,3826,15.31,0
2871,Chhabra-Sharma Restaurant,Qabil Master,1,Desserts,09:00:00,23:30:00,4.4,4177,25.27,0
2872,"Bath, Sama and Mandal Restaurant",Leela Kothari,40,Cafe,09:00:00,22:00:00,4.6,3691,22.45,0
2873,"Lanka, Sanghvi and Bal Restaurant",Sneha Vaidya,26,Burger,10:00:00,23:30:00,3.4,4916,26.12,1
2874,Doshi-Bhattacharyya Restaurant,Advay Dua,15,Fast Food,08:00:00,23:00:00,4.8,3904,19.78,0
2875,"Nigam, Chaudry and Raju Restaurant",Nathaniel Parekh,11,Street Food,09:00:00,23:30:00,3.3,3447,16.21,1
2876,"Kibe, Ray and Maharaj Restaurant",Aadi Thakkar,23,Mughlai,08:00:00,22:00:00,4.6,1116,15.42,1
2877,"Kapadia, Lata and Warrior Restaurant",Yachana Kari,37,Punjabi,08:00:00,22:00:00,4.2,978,16.07,1
2878,"Barman, Sarin and Devan Restaurant",Megha Srinivasan,14,North Indian,08:00:00,23:30:00,3.6,4784,21.03,1
2879,Vyas Group Restaurant,Pavani Bains,16,Biryani,10:00:00,23:30:00,4.6,3367,17.59,1
2880,"Bhatnagar, Chakraborty and Mital Restaurant",Tanish Chowdhury,43,Cafe,08:00:00,22:00:00,3.9,642,20.03,1
2881,"Kothari, Parmar and Gade Restaurant",Nikita Chokshi,40,Mughlai,08:00:00,23:30:00,4.3,2802,16.46,0
2882,Kala Group Restaurant,Aadi Om,47,South Indian,08:00:00,23:30:00,4.1,351,15.65,0
2883,Kothari Inc Restaurant,Ekani Vaidya,46,Desserts,08:00:00,22:00:00,4.6,705,17.65,0
2884,Rattan LLC Restaurant,Noah Parsa,7,Desserts,08:00:00,22:00:00,3.7,2445,22.67,0
2885,Mittal-Tandon Restaurant,Adweta Dash,46,Pizza,10:00:00,22:00:00,4.7,4471,21.26,1
2886,"Chatterjee, Sanghvi and Nadkarni Restaurant",Reyansh Mann,26,Fast Food,08:00:00,22:00:00,4.5,918,22.96,1
2887,Bala-Saha Restaurant,Dev Singhal,36,Mughlai,08:00:00,23:00:00,3.6,2523,26.25,0
2888,"Sule, Bhattacharyya and Varty Restaurant",Aarna Yohannan,3,Cafe,09:00:00,22:00:00,4.1,4136,28.73,1
2889,"Barman, Agate and Rattan Restaurant",Maanav Chatterjee,29,Gujarati,10:00:00,23:00:00,3.5,2589,22.81,1
2890,Buch-Savant Restaurant,Odika Varughese,41,Burger,09:00:00,23:00:00,4.5,992,23.94,0
2891,Kara LLC Restaurant,Meera Puri,14,Fast Food,10:00:00,22:00:00,3.2,1174,25.72,1
2892,Sami-Yohannan Restaurant,Meghana Sarraf,10,Chinese,08:00:00,22:00:00,3.4,2523,25.35,0
2893,Toor-Raj Restaurant,Gautam Narang,19,Chinese,10:00:00,23:00:00,4.1,943,19.22,1
2894,Lal-Murthy Restaurant,Indrajit Dash,33,Street Food,10:00:00,23:30:00,4.7,757,22.07,1
2895,"Deshmukh, Gole and Bhardwaj Restaurant",Jalsa Koshy,10,Desserts,09:00:00,23:30:00,4.2,2294,23.63,0
2896,"Raj, Basu and Panchal Restaurant",Ekavir Som,42,Chinese,10:00:00,23:30:00,3.4,4521,15.3,0
2897,Sami Ltd Restaurant,Utkarsh Yogi,28,Burger,09:00:00,22:00:00,4.5,1397,25.59,0
2898,"Rana, Johal and Sama Restaurant",Yuvraj Roy,1,Pizza,08:00:00,23:30:00,3.3,2777,17.9,1
2899,"Dass, Chaudhry and Varma Restaurant",Falak Pradhan,13,Desserts,08:00:00,22:00:00,3.6,400,19.9,0
2900,"Bhalla, Raghavan and Sunder Restaurant",Chandran Bakshi,18,Italian,10:00:00,22:00:00,4.1,35,29.03,0
2901,"Mitra, Deshpande and Misra Restaurant",Praneel Batta,27,Desserts,10:00:00,22:00:00,4.3,4644,26.51,0
2902,Puri-Prashad Restaurant,Radhika Sankar,4,Biryani,09:00:00,23:30:00,4.4,1363,27.34,1
2903,Roy-Bedi Restaurant,Rajata Lala,16,Desserts,08:00:00,22:00:00,4.7,1714,28.23,1
2904,Atwal LLC Restaurant,Pallavi Patla,44,Cafe,08:00:00,22:00:00,4.6,3358,28.5,0
2905,Savant-Oak Restaurant,Shravya Morar,33,Pizza,10:00:00,22:00:00,4.8,4462,28.7,1
2906,Kant-Handa Restaurant,Pavani De,12,Burger,09:00:00,22:00:00,3.5,4543,19.57,0
2907,Pingle LLC Restaurant,Lakshmi De,1,South Indian,08:00:00,22:00:00,4.3,1304,18.02,0
2908,"Gour, Sahota and Nayar Restaurant",Chatura Chopra,46,Maharashtrian,08:00:00,22:00:00,4.3,4182,25.97,0
2909,Natt-Palan Restaurant,Chatresh Andra,23,Street Food,08:00:00,23:00:00,4.5,538,22.93,1
2910,"Sandal, Dyal and Grover Restaurant",Parth Doshi,46,Cafe,10:00:00,23:30:00,3.0,3970,22.4,0
2911,Golla-Seth Restaurant,Vanya Som,42,North Indian,09:00:00,23:30:00,4.4,4787,17.51,0
2912,Rattan-Desai Restaurant,Ekalinga Ramakrishnan,42,Desserts,09:00:00,22:00:00,4.5,1063,22.01,1
2913,Chawla Inc Restaurant,Avni Chaudhry,27,South Indian,09:00:00,23:30:00,4.4,2906,29.55,1
2914,Pradhan PLC Restaurant,Zansi Rama,38,Desserts,10:00:00,23:30:00,3.5,2468,20.25,1
2915,Ahuja PLC Restaurant,Hritik Som,12,Punjabi,10:00:00,22:00:00,5.0,1254,25.52,1
2916,"Varty, Randhawa and Srivastava Restaurant",Joshua Hayre,24,Punjabi,09:00:00,23:30:00,3.8,1419,24.17,1
2917,Ghose PLC Restaurant,Sachi Arya,37,Desserts,08:00:00,22:00:00,3.6,1692,19.62,0
2918,Sehgal-Deshmukh Restaurant,Adya Gala,22,Pizza,08:00:00,23:30:00,3.5,3584,24.42,0
2919,"Sandal, Borra and Din Restaurant",Nitesh Bera,49,Biryani,10:00:00,23:00:00,4.8,4765,27.92,0
2920,Wadhwa LLC Restaurant,Varenya Oommen,29,Fast Food,10:00:00,23:00:00,3.3,3395,21.35,1
2921,Sani LLC Restaurant,Chanakya Shenoy,5,Cafe,09:00:00,23:30:00,4.2,3988,15.32,0
2922,"Palla, Ganguly and Pillay Restaurant",Yoshita Gill,36,Cafe,10:00:00,23:00:00,3.6,4099,18.82,1
2923,Datta-Dasgupta Restaurant,Yahvi Nair,44,Maharashtrian,10:00:00,23:00:00,3.8,636,29.3,0
2924,Pathak-Loyal Restaurant,Azad Sanghvi,39,Cafe,10:00:00,23:00:00,3.2,3805,18.64,1
2925,Mody-Pillai Restaurant,Unni Nigam,34,Gujarati,09:00:00,22:00:00,3.8,4783,23.05,0
2926,"Dhingra, Hegde and Bose Restaurant",Logan Hari,25,Fast Food,10:00:00,23:30:00,3.1,2395,19.74,0
2927,Sem LLC Restaurant,Frado Seshadri,43,Gujarati,10:00:00,23:00:00,4.8,2696,29.47,0
2928,Rao-Jhaveri Restaurant,Chaaya Ganesan,3,Chinese,09:00:00,22:00:00,4.9,340,20.95,1
2929,Gara-Balasubramanian Restaurant,Ladli Gara,36,Maharashtrian,08:00:00,22:00:00,4.7,1487,19.06,1
2930,Soman LLC Restaurant,Darsh Bhavsar,23,Mughlai,08:00:00,22:00:00,3.0,4440,23.6,0
2931,"Ram, Koshy and Barman Restaurant",Falguni Hayer,43,Cafe,08:00:00,23:00:00,4.0,4450,23.27,1
2932,Raju PLC Restaurant,Ekta Thakur,17,Desserts,10:00:00,22:00:00,4.1,3427,29.76,0
2933,Loke PLC Restaurant,Ganga Karpe,1,Chinese,09:00:00,23:00:00,4.8,407,15.01,0
2934,Arora-Banik Restaurant,Yutika Biswas,44,Pizza,10:00:00,23:00:00,4.5,3323,16.53,1
2935,"Randhawa, Sastry and Som Restaurant",Yoshita Bhavsar,42,Italian,08:00:00,23:00:00,3.8,815,23.37,0
2936,Pai-Gera Restaurant,Aachal Kumar,29,Mughlai,10:00:00,23:00:00,3.9,4685,15.78,1
2937,"Parsa, Lal and Lala Restaurant",Chatresh Wali,47,Street Food,08:00:00,23:30:00,3.2,3887,17.43,0
2938,Warrior LLC Restaurant,Vaishnavi Kalla,2,South Indian,10:00:00,22:00:00,3.9,1026,15.71,1
2939,Chhabra-Aurora Restaurant,Wridesh Dasgupta,19,Fast Food,09:00:00,22:00:00,4.2,374,20.9,1
2940,Yadav Group Restaurant,Libni Sandal,43,Pizza,09:00:00,23:30:00,4.8,3303,27.28,1
2941,"Wable, Varkey and Dubey Restaurant",Damini Murty,11,Fast Food,08:00:00,23:00:00,3.3,1052,16.75,1
2942,Deol-Srinivas Restaurant,Anusha Sengupta,40,Maharashtrian,09:00:00,23:00:00,3.3,3505,26.52,0
2943,"Devan, Kulkarni and Puri Restaurant",Balhaar Chakraborty,12,South Indian,10:00:00,22:00:00,3.7,1785,28.98,1
2944,"Zachariah, Raj and Krishnan Restaurant",Amrita Deo,29,Cafe,08:00:00,23:00:00,4.0,3955,28.51,1
2945,Kara PLC Restaurant,Nicholas Verma,35,Fast Food,10:00:00,23:00:00,3.7,1845,24.01,1
2946,Khanna PLC Restaurant,Matthew Chowdhury,11,South Indian,08:00:00,23:30:00,3.5,70,22.34,0
2947,"Tata, Balan and Ramanathan Restaurant",Shivansh Gera,9,Fast Food,09:00:00,23:30:00,3.7,852,17.49,0
2948,"Varma, Bawa and Kala Restaurant",Madhav Dara,1,Punjabi,08:00:00,23:00:00,3.3,1534,29.2,0
2949,Dada Inc Restaurant,Victor Gill,46,Cafe,09:00:00,22:00:00,4.8,1192,24.5,1
2950,Babu Inc Restaurant,Triya Saraf,32,Chinese,09:00:00,23:00:00,4.1,4489,25.97,1
2951,Contractor-Bath Restaurant,Yashoda Srivastava,36,Pizza,10:00:00,23:30:00,3.6,2680,17.56,1
2952,"Raju, Dara and Apte Restaurant",Chakrika Gulati,11,Gujarati,09:00:00,22:00:00,4.4,2581,16.52,0
2953,Rajagopal-Chander Restaurant,David Keer,33,Pizza,09:00:00,23:00:00,4.2,3695,16.0,1
2954,"Mann, Nagar and Kohli Restaurant",Yashvi Batta,4,Mughlai,10:00:00,22:00:00,3.7,4929,16.39,1
2955,Majumdar-Sama Restaurant,Robert Murty,30,Fast Food,09:00:00,23:00:00,3.5,3019,24.58,1
2956,Rege-Mutti Restaurant,Bakhshi Aggarwal,50,Chinese,09:00:00,23:00:00,4.7,2443,16.68,1
2957,Badal Group Restaurant,Qabil Aggarwal,8,Pizza,10:00:00,23:00:00,4.4,4698,21.89,1
2958,Mallick-Narayan Restaurant,Raksha Borde,19,Desserts,10:00:00,22:00:00,3.1,1915,22.32,0
2959,Bahri-Batra Restaurant,Rachita Ramakrishnan,15,Italian,08:00:00,23:30:00,3.4,701,28.11,0
2960,Luthra-Chanda Restaurant,Agastya Ramaswamy,45,Italian,08:00:00,23:30:00,4.0,4942,29.71,1
2961,Mistry-Chadha Restaurant,Umang Manda,3,Mughlai,09:00:00,23:30:00,4.1,1454,27.18,0
2962,Sekhon PLC Restaurant,Harish Rastogi,23,Cafe,08:00:00,23:00:00,4.1,1628,15.14,1
2963,"Luthra, Singh and Barman Restaurant",Jhalak Hayer,12,Pizza,10:00:00,22:00:00,3.6,1021,21.68,1
2964,Saini-Jain Restaurant,Lohit Purohit,27,Pizza,10:00:00,22:00:00,4.9,1874,22.24,0
2965,"Ravel, Dutta and Rama Restaurant",Alexander Wable,7,Mughlai,10:00:00,22:00:00,3.7,3938,17.82,1
2966,Zacharia Group Restaurant,Urmi Wadhwa,25,Biryani,08:00:00,23:30:00,4.0,3123,29.0,1
2967,"Sundaram, Bora and Patla Restaurant",Kamala Sanghvi,38,Street Food,08:00:00,23:00:00,3.4,3264,17.05,1
2968,Patil Group Restaurant,Suhani Purohit,25,Gujarati,09:00:00,23:00:00,4.9,2817,15.79,0
2969,Khalsa and Sons Restaurant,Gagan Deo,45,North Indian,08:00:00,22:00:00,4.1,4559,20.1,0
2970,Parmer-Sha Restaurant,Lajita Aurora,37,North Indian,10:00:00,22:00:00,4.7,2808,17.46,0
2971,Brar-Ahluwalia Restaurant,Liam Bora,35,Maharashtrian,09:00:00,23:30:00,4.0,2375,17.55,1
2972,Patel-Nayak Restaurant,Jacob Sharma,25,Fast Food,10:00:00,23:30:00,4.6,2457,24.29,1
2973,Shan-Mannan Restaurant,Lakshit Sura,38,Pizza,09:00:00,22:00:00,4.1,3058,27.36,1
2974,Rajan-Goyal Restaurant,Gopal Dhillon,22,Gujarati,10:00:00,23:30:00,3.7,4279,16.9,0
2975,Chanda-Rau Restaurant,Rajata Lata,38,North Indian,08:00:00,22:00:00,3.1,4802,21.94,0
2976,Gaba and Sons Restaurant,Gaurika Vala,9,Fast Food,10:00:00,23:30:00,3.4,3721,28.48,1
2977,"Borde, Sengupta and Bera Restaurant",Jeevika Lata,1,Street Food,09:00:00,23:30:00,4.1,2171,28.88,0
2978,Cheema PLC Restaurant,Chaaya Pradhan,18,Cafe,08:00:00,23:00:00,4.0,1329,22.85,1
2979,Bath-Nagar Restaurant,Yashasvi Date,34,South Indian,08:00:00,22:00:00,4.5,263,18.15,1
2980,Dhaliwal and Sons Restaurant,Watika Acharya,49,Burger,10:00:00,22:00:00,4.6,4755,18.69,1
2981,"Badami, Bawa and Bhatnagar Restaurant",Theodore Oommen,35,South Indian,09:00:00,23:00:00,4.2,205,26.07,0
2982,Maharaj-Bera Restaurant,Onveer Kakar,7,Biryani,09:00:00,23:30:00,3.1,2605,17.22,1
2983,Mallick Group Restaurant,Yahvi Gaba,28,Maharashtrian,08:00:00,22:00:00,4.6,3081,16.34,1
2984,"Narang, Mammen and Ahluwalia Restaurant",Gaurav Sunder,48,Mughlai,10:00:00,22:00:00,4.5,3826,29.42,0
2985,"Varughese, Goswami and Dyal Restaurant",Sneha Khosla,50,Desserts,10:00:00,23:00:00,3.4,3252,15.3,0
2986,Deshpande Group Restaurant,Lopa Prakash,8,Maharashtrian,08:00:00,23:30:00,3.2,2056,29.38,0
2987,Subramaniam Inc Restaurant,Indali Bhargava,37,Biryani,09:00:00,22:00:00,4.3,2601,20.24,0
2988,D’Alia PLC Restaurant,Aarav Gokhale,47,Burger,08:00:00,23:30:00,3.1,4370,19.92,0
2989,Chopra-Chadha Restaurant,Quincy Sane,33,Punjabi,08:00:00,22:00:00,3.6,519,28.19,1
2990,Bassi Ltd Restaurant,Utkarsh Sastry,14,Punjabi,09:00:00,22:00:00,3.8,2831,28.99,1
2991,Deshpande and Sons Restaurant,Bachittar Shere,14,Burger,09:00:00,22:00:00,4.8,666,18.26,1
2992,Sani PLC Restaurant,Alexander Agrawal,33,Punjabi,10:00:00,23:00:00,4.1,1732,20.3,0
2993,Kunda-Chadha Restaurant,Falak Memon,46,North Indian,10:00:00,23:00:00,4.1,3544,16.36,1
2994,Dhaliwal PLC Restaurant,Odika Kala,29,Gujarati,08:00:00,22:00:00,4.3,3180,27.31,0
2995,Padmanabhan-Deep Restaurant,Arya Sodhi,38,Biryani,10:00:00,22:00:00,3.7,967,16.52,1
2996,Sachdev Ltd Restaurant,Yutika Dhaliwal,16,Burger,10:00:00,23:30:00,3.1,1117,27.57,0
2997,Jain-Mukhopadhyay Restaurant,Tanay Bobal,31,Biryani,08:00:00,23:00:00,3.1,1317,23.17,1
2998,Kuruvilla LLC Restaurant,Mitesh Pandey,50,Gujarati,09:00:00,23:00:00,3.0,2062,19.42,0
2999,"Rau, Kapadia and Goswami Restaurant",Upadhriti Minhas,25,Cafe,09:00:00,23:00:00,3.1,3396,16.15,0
3000,Parsa Group Restaurant,Wyatt Nazareth,40,Punjabi,09:00:00,23:00:00,4.3,1697,20.02,1
3001,Salvi PLC Restaurant,Nidra Mahajan,27,Desserts,09:00:00,22:00:00,5.0,1039,15.56,0
3002,"Saran, Barad and Sanghvi Restaurant",Rishi Kanda,9,Biryani,08:00:00,22:00:00,3.5,4006,21.3,1
3003,"Krishnamurthy, Mistry and Thakur Restaurant",Chavvi Goel,9,Street Food,10:00:00,22:00:00,3.5,2143,25.15,1
3004,Kari-Raja Restaurant,Nidra Devi,8,Mughlai,10:00:00,22:00:00,4.2,1751,28.9,1
3005,"Batta, Narayanan and Natt Restaurant",Sanaya Sawhney,37,Cafe,08:00:00,23:00:00,4.0,2150,25.43,0
3006,Bedi-Ramaswamy Restaurant,Saumya Nayak,37,Chinese,08:00:00,23:30:00,4.1,2299,29.08,1
3007,Buch-Patla Restaurant,Nathaniel Jha,49,Fast Food,09:00:00,23:00:00,3.2,1962,27.47,1
3008,"Goswami, Andra and Bandi Restaurant",Ekta Chhabra,35,Punjabi,09:00:00,22:00:00,4.7,1029,21.8,0
3009,Tak Ltd Restaurant,Ayaan Chaudry,2,Gujarati,09:00:00,23:30:00,4.9,1001,26.83,1
3010,Chaudhry Inc Restaurant,Turvi Tripathi,18,Cafe,10:00:00,22:00:00,3.4,1726,23.86,0
3011,Chandran-Bahl Restaurant,Falguni Merchant,33,Biryani,08:00:00,23:30:00,3.9,2962,29.43,0
3012,"Saxena, Ramachandran and Bhagat Restaurant",Om Bajwa,47,Italian,08:00:00,23:00:00,3.6,3910,21.74,1
3013,Prabhakar-Kaur Restaurant,Amrita Chacko,7,Italian,10:00:00,22:00:00,4.2,943,29.13,1
3014,"Goel, Acharya and Butala Restaurant",Qabil Sarma,13,Mughlai,10:00:00,23:00:00,4.9,1546,23.17,1
3015,Parikh-Bhargava Restaurant,Nakul Sahni,9,Pizza,09:00:00,22:00:00,4.9,2166,16.02,0
3016,"Bedi, Brar and Nagarajan Restaurant",Geetika Kala,15,Street Food,08:00:00,23:30:00,3.1,2937,21.75,0
3017,"Goswami, Palan and Lad Restaurant",Harinakshi Balay,1,Fast Food,09:00:00,22:00:00,3.0,4072,25.34,1
3018,Mandal-Bassi Restaurant,Harish Savant,7,Maharashtrian,08:00:00,22:00:00,3.5,1987,27.6,0
3019,"Halder, Dayal and Sheth Restaurant",Irya Pau,4,Maharashtrian,09:00:00,23:30:00,4.2,829,29.32,0
3020,"Bala, Kashyap and Bhatti Restaurant",Aditya Ramaswamy,10,Cafe,09:00:00,23:30:00,4.9,250,23.81,1
3021,Kalita-Modi Restaurant,Samar Dani,10,Punjabi,09:00:00,23:00:00,4.7,4724,21.1,0
3022,Mall LLC Restaurant,Azad Kala,12,Pizza,08:00:00,23:00:00,4.7,1200,17.78,0
3023,Bath-Toor Restaurant,Devansh Bora,17,Desserts,10:00:00,23:30:00,4.3,1432,21.29,0
3024,"Mital, Chandra and Kant Restaurant",Owen Parmer,35,Desserts,10:00:00,22:00:00,3.1,2522,20.74,1
3025,Kohli-Prakash Restaurant,Manan Bath,7,Punjabi,09:00:00,22:00:00,3.1,118,17.24,1
3026,Rama-Bobal Restaurant,Daniel Reddy,29,Punjabi,10:00:00,22:00:00,3.1,1260,26.69,0
3027,Arya-Bahl Restaurant,Priya Bhargava,39,Pizza,08:00:00,23:00:00,4.8,3412,25.82,0
3028,Ram Ltd Restaurant,Vansha Lall,37,Pizza,08:00:00,23:00:00,4.9,4799,15.47,1
3029,Khurana Group Restaurant,Jeremiah Kamdar,30,Biryani,10:00:00,23:00:00,3.1,804,22.42,0
3030,"Hari, Mani and Mohanty Restaurant",Umang Bail,22,Cafe,10:00:00,22:00:00,3.1,3799,18.24,1
3031,Ramaswamy Group Restaurant,Krishna Dugar,6,Italian,08:00:00,23:30:00,3.9,1332,16.4,0
3032,Narang-Anand Restaurant,Naveen Pall,35,Desserts,09:00:00,23:30:00,3.1,4192,22.09,0
3033,Bora Group Restaurant,Ladli Munshi,42,Burger,09:00:00,22:00:00,3.4,224,27.06,1
3034,De-Raman Restaurant,Bhavika Cherian,21,Desserts,10:00:00,23:00:00,4.5,936,29.98,0
3035,Yogi-Kumar Restaurant,Darsh Grover,37,Chinese,10:00:00,22:00:00,3.9,71,21.82,1
3036,"Doctor, Kanda and Kant Restaurant",Ganga Chandran,16,Burger,08:00:00,22:00:00,4.7,2490,19.4,0
3037,Aurora Ltd Restaurant,Balveer Sama,12,Pizza,08:00:00,22:00:00,4.3,146,17.16,0
3038,"Batra, Parekh and Konda Restaurant",Odika Uppal,14,Street Food,10:00:00,23:00:00,4.5,1182,29.32,0
3039,Kibe-Atwal Restaurant,Jackson Chakrabarti,38,Fast Food,09:00:00,23:30:00,4.6,3906,28.25,1
3040,Ramaswamy-Sawhney Restaurant,Laban Ahuja,40,North Indian,08:00:00,23:30:00,3.4,2912,19.74,0
3041,Natt-Shan Restaurant,Shravya Naik,9,Biryani,09:00:00,22:00:00,4.3,4957,27.28,0
3042,"Grewal, Chahal and Garg Restaurant",Devika Ganesh,44,Chinese,09:00:00,23:00:00,4.7,2961,23.77,1
3043,Batra-Kashyap Restaurant,Oni Gola,8,Burger,08:00:00,22:00:00,3.2,4730,25.01,1
3044,Dhaliwal Group Restaurant,Irya Verma,35,Maharashtrian,08:00:00,22:00:00,4.6,4447,28.21,1
3045,Brahmbhatt LLC Restaurant,Ubika Bakshi,47,Maharashtrian,10:00:00,23:00:00,3.5,4574,21.42,1
3046,"Date, Agarwal and Saxena Restaurant",Gavin Padmanabhan,9,Italian,09:00:00,23:00:00,5.0,99,22.5,1
3047,Kara Ltd Restaurant,Pratyush Gulati,20,Biryani,09:00:00,22:00:00,4.0,1910,21.57,0
3048,Ganguly-Chaudhary Restaurant,Ekansh Pandit,37,South Indian,10:00:00,22:00:00,4.0,4666,16.96,1
3049,"Dash, Vig and Suresh Restaurant",Jasmit Chandra,20,North Indian,08:00:00,23:00:00,4.1,4354,29.0,0
3050,Cherian-Choudhury Restaurant,Siddharth Wason,26,Maharashtrian,10:00:00,23:30:00,3.3,1636,26.78,0
3051,Natarajan-Bumb Restaurant,Ubika Singhal,18,Mughlai,09:00:00,23:30:00,3.9,3698,29.17,0
3052,Chandra Group Restaurant,Chandresh Nori,33,Chinese,08:00:00,22:00:00,4.1,4343,21.15,1
3053,Srinivas PLC Restaurant,Ekalinga Prashad,28,Chinese,08:00:00,23:30:00,4.7,1397,15.99,0
3054,"Dubey, Trivedi and Srinivasan Restaurant",Yashodhara Majumdar,13,Punjabi,10:00:00,23:00:00,4.4,1235,27.99,1
3055,Mukhopadhyay-Bera Restaurant,Yoshita Devi,22,North Indian,08:00:00,22:00:00,3.0,188,15.27,1
3056,Sood and Sons Restaurant,Chatura Goel,16,Cafe,09:00:00,23:30:00,4.4,3323,21.8,0
3057,"Kala, Menon and Yadav Restaurant",Veer Deshmukh,40,North Indian,08:00:00,23:30:00,4.0,4674,29.99,0
3058,"Dugal, Bhargava and Krishnan Restaurant",Arunima Mallick,17,South Indian,09:00:00,22:00:00,3.0,776,20.77,0
3059,Mallick-Kakar Restaurant,Imaran Bhatti,16,Chinese,10:00:00,23:00:00,3.4,3761,26.13,1
3060,Parsa-Hayre Restaurant,Jonathan Arya,48,Punjabi,10:00:00,22:00:00,3.8,4458,26.93,1
3061,Banik Ltd Restaurant,Chandresh Malhotra,20,Mughlai,08:00:00,23:30:00,3.9,2133,20.83,0
3062,"Dixit, Kanda and Deep Restaurant",Reva Tank,4,North Indian,10:00:00,23:30:00,4.0,1815,18.74,0
3063,Datta-Chauhan Restaurant,Kashish Hari,7,Punjabi,08:00:00,23:00:00,3.2,807,22.85,0
3064,De PLC Restaurant,Omisha Nayak,21,South Indian,10:00:00,23:30:00,4.1,3045,25.41,1
3065,Ray LLC Restaurant,Ronith Agate,33,Chinese,10:00:00,23:00:00,3.3,168,17.84,1
3066,"Bhandari, Padmanabhan and Kashyap Restaurant",Tanmayi Sharaf,43,North Indian,08:00:00,23:00:00,3.4,1979,19.17,1
3067,Rao-Char Restaurant,Kevin Bobal,2,Biryani,09:00:00,23:00:00,4.9,4994,23.96,1
3068,"Bajaj, Edwin and Chakraborty Restaurant",Ethan Singh,38,Street Food,10:00:00,23:00:00,4.7,3558,21.62,0
3069,Radhakrishnan-Baria Restaurant,Tejas Dar,7,North Indian,10:00:00,22:00:00,3.5,151,27.15,0
3070,Lall and Sons Restaurant,Ekalinga Ram,45,Mughlai,08:00:00,22:00:00,4.3,4225,21.7,1
3071,Gaba-Dora Restaurant,Samaksh Dani,1,Chinese,09:00:00,22:00:00,3.1,2859,22.51,0
3072,Sur-Atwal Restaurant,Jeevika Ravi,32,Fast Food,10:00:00,23:00:00,4.8,3850,18.41,1
3073,"Pillay, Sahni and Ramaswamy Restaurant",Banjeet Rajagopal,41,Italian,09:00:00,23:00:00,3.3,1840,20.17,1
3074,Ramesh and Sons Restaurant,Yauvani Ramesh,2,North Indian,09:00:00,22:00:00,3.3,795,29.89,0
